id	signs_file	signs_offset	signs_length	signs_type	signs_lang	translation	translation_lang	glosses	topic	signer_id
40dTE31p5uA_8-5-rgb_front	/path_to_features/how2sign/i3d_features/train/40dTE31p5uA_8-5-rgb_front.npy	1560	259	i3d	asl	The low light is an area of the object that's not quite in direct light but it's still receiving some light and that would be this middle section here.	en		2	
40dTE31p5uA_9-5-rgb_front	/path_to_features/how2sign/i3d_features/train/40dTE31p5uA_9-5-rgb_front.npy	1818	358	i3d	asl	And then as this urn curves away from the light source, we're going to get our core shadow which is the darkest point on the object that's receiving the least amount of light.	en		2	
414pAs3SDu0_0-5-rgb_front	/path_to_features/how2sign/i3d_features/train/414pAs3SDu0_0-5-rgb_front.npy	26	245	i3d	asl	The ingredients you need to make sugar skulls are obviously sugar and I wanted to talk about the kind of sugar you want to use.	en		6	
414pAs3SDu0_1-5-rgb_front	/path_to_features/how2sign/i3d_features/train/414pAs3SDu0_1-5-rgb_front.npy	280	152	i3d	asl	You also need something called meringue powder that you can get at bakery stores.	en		6	
414pAs3SDu0_10-5-rgb_front	/path_to_features/how2sign/i3d_features/train/414pAs3SDu0_10-5-rgb_front.npy	2076	246	i3d	asl	I bought extra fine grain, granulated sugar because if you use an extra fine grain it gives a lot more detail to your sugar skulls once you've molded them out.	en		6	
414pAs3SDu0_11_12-5-rgb_front	/path_to_features/how2sign/i3d_features/train/414pAs3SDu0_11_12-5-rgb_front.npy	2427	114	i3d	asl	If you use a courser grain, you can still use it but it looks a little bit coarser. It's up to you.	en		6	
414pAs3SDu0_13-5-rgb_front	/path_to_features/how2sign/i3d_features/train/414pAs3SDu0_13-5-rgb_front.npy	2549	166	i3d	asl	I prefer a little bit more detail around the eyes and the teeth of my mold.	en		6	
414pAs3SDu0_14-5-rgb_front	/path_to_features/how2sign/i3d_features/train/414pAs3SDu0_14-5-rgb_front.npy	2720	192	i3d	asl	You see these molds have some fairly fine details in them.	en		6	
414pAs3SDu0_15-5-rgb_front	/path_to_features/how2sign/i3d_features/train/414pAs3SDu0_15-5-rgb_front.npy	2920	99	i3d	asl	So, I like using a fine grained sugar.	en		6	
414pAs3SDu0_16-5-rgb_front	/path_to_features/how2sign/i3d_features/train/414pAs3SDu0_16-5-rgb_front.npy	3029	82	i3d	asl	This is an extra fine sugar, that's just my preference.	en		6	
414pAs3SDu0_17-5-rgb_front	/path_to_features/how2sign/i3d_features/train/414pAs3SDu0_17-5-rgb_front.npy	3125	71	i3d	asl	Meringue powder and water.	en		6	
414pAs3SDu0_18-5-rgb_front	/path_to_features/how2sign/i3d_features/train/414pAs3SDu0_18-5-rgb_front.npy	3203	77	i3d	asl	Those are the 3 ingredients you need.	en		6	
414pAs3SDu0_2-5-rgb_front	/path_to_features/how2sign/i3d_features/train/414pAs3SDu0_2-5-rgb_front.npy	440	51	i3d	asl	It comes in a couple of different ways.	en		6	
414pAs3SDu0_3-5-rgb_front	/path_to_features/how2sign/i3d_features/train/414pAs3SDu0_3-5-rgb_front.npy	499	194	i3d	asl	You can get it in a plastic container like this or sometimes you can get a big bag of it like this, it's the same thing.	en		6	
414pAs3SDu0_4-5-rgb_front	/path_to_features/how2sign/i3d_features/train/414pAs3SDu0_4-5-rgb_front.npy	697	137	i3d	asl	Sometimes it comes in a little jar or kind of a little plastic jar.	en		6	
414pAs3SDu0_5-5-rgb_front	/path_to_features/how2sign/i3d_features/train/414pAs3SDu0_5-5-rgb_front.npy	839	311	i3d	asl	Basically all it is, is dried egg white mixed with powdered sugar, but it's used as a binding agent for the sugar skulls so that they stay together.	en		6	
414pAs3SDu0_6-5-rgb_front	/path_to_features/how2sign/i3d_features/train/414pAs3SDu0_6-5-rgb_front.npy	1162	287	i3d	asl	Granulated sugar, meringue powder, and water are the 3 ingredients you need to make the basic composition of the sugar skulls.	en		6	
414pAs3SDu0_7-5-rgb_front	/path_to_features/how2sign/i3d_features/train/414pAs3SDu0_7-5-rgb_front.npy	1477	59	i3d	asl	A little bit about granulated sugar.	en		6	
414pAs3SDu0_8-5-rgb_front	/path_to_features/how2sign/i3d_features/train/414pAs3SDu0_8-5-rgb_front.npy	1547	402	i3d	asl	You can get granulated sugar in a lot of different grain sizes and sometimes if you just go get generic granulated sugar it doesn't really say anything about the size of the grains.	en		6	
414pAs3SDu0_9-5-rgb_front	/path_to_features/how2sign/i3d_features/train/414pAs3SDu0_9-5-rgb_front.npy	1969	100	i3d	asl	So, sometimes that sugar can be kind of course.	en		6	
41uzlhDMROA_0-3-rgb_front	/path_to_features/how2sign/i3d_features/train/41uzlhDMROA_0-3-rgb_front.npy	168	164	i3d	asl	In the field with a pair of binoculars, never use your shirt tail to clean them.	en		2	
41uzlhDMROA_1-3-rgb_front	/path_to_features/how2sign/i3d_features/train/41uzlhDMROA_1-3-rgb_front.npy	331	241	i3d	asl	Always carry a microfiber cloth that is made to clean glass, it will not scratch your lenses.	en		2	
41uzlhDMROA_2-3-rgb_front	/path_to_features/how2sign/i3d_features/train/41uzlhDMROA_2-3-rgb_front.npy	571	129	i3d	asl	When you have a bird you want to look at, there are two basic methods of using your binocular.	en		2	
41uzlhDMROA_3-3-rgb_front	/path_to_features/how2sign/i3d_features/train/41uzlhDMROA_3-3-rgb_front.npy	699	80	i3d	asl	One is the map method.	en		2	
41uzlhDMROA_4-3-rgb_front	/path_to_features/how2sign/i3d_features/train/41uzlhDMROA_4-3-rgb_front.npy	779	276	i3d	asl	You find the telephone pole, raise it up to the wire, and move across the wire, and there's the bird, hopefully he hasn't flown.	en		2	
41uzlhDMROA_5-3-rgb_front	/path_to_features/how2sign/i3d_features/train/41uzlhDMROA_5-3-rgb_front.npy	1054	78	i3d	asl	The one that most birders use, I call the zin method.	en		2	
41uzlhDMROA_6-3-rgb_front	/path_to_features/how2sign/i3d_features/train/41uzlhDMROA_6-3-rgb_front.npy	1131	75	i3d	asl	Where I've got my body perpendicular to a line where the bird is, I look at the bird.	en		2	
41uzlhDMROA_7-3-rgb_front	/path_to_features/how2sign/i3d_features/train/41uzlhDMROA_7-3-rgb_front.npy	1205	161	i3d	asl	I do not move anything but my hands and my binocular and there's the bird, right in place.	en		2	
41uzlhDMROA_8-3-rgb_front	/path_to_features/how2sign/i3d_features/train/41uzlhDMROA_8-3-rgb_front.npy	1365	124	i3d	asl	That takes about five minutes of practice and then you'll be able to do it for a lifetime.	en		2	
42c5l12RhWo_0-5-rgb_front	/path_to_features/how2sign/i3d_features/train/42c5l12RhWo_0-5-rgb_front.npy	12	290	i3d	asl	What's coming in older toilets 40 years old and older is lime will buildup in the jet way around the toilet.	en		4	
42c5l12RhWo_0-8-rgb_front	/path_to_features/how2sign/i3d_features/train/42c5l12RhWo_0-8-rgb_front.npy	34	244	i3d	asl	What's coming in older toilets 40 years old and older is lime will buildup in the jet way around the toilet.	en		4	
42c5l12RhWo_1-5-rgb_front	/path_to_features/how2sign/i3d_features/train/42c5l12RhWo_1-5-rgb_front.npy	311	187	i3d	asl	When the water goes through the flush valve and comes out to the rim, these jets will get clogged with calcium.	en		4	
42c5l12RhWo_1-8-rgb_front	/path_to_features/how2sign/i3d_features/train/42c5l12RhWo_1-8-rgb_front.npy	300	218	i3d	asl	When the water goes through the flush valve and comes out to the rim, these jets will get clogged with calcium.	en		4	
42c5l12RhWo_10-5-rgb_front	/path_to_features/how2sign/i3d_features/train/42c5l12RhWo_10-5-rgb_front.npy	1852	164	i3d	asl	But I'll tell you, for five dollars a quart, it?s much better to save an old toilet and de-lime the rim than it is to throw the toilet away.	en		4	
42c5l12RhWo_10-8-rgb_front	/path_to_features/how2sign/i3d_features/train/42c5l12RhWo_10-8-rgb_front.npy	1833	205	i3d	asl	But I'll tell you, for five dollars a quart, it?s much better to save an old toilet and de-lime the rim than it is to throw the toilet away.	en		4	
42c5l12RhWo_11-5-rgb_front	/path_to_features/how2sign/i3d_features/train/42c5l12RhWo_11-5-rgb_front.npy	2018	275	i3d	asl	We'll take this toilet and we're going to let it sit for 40 minutes and then we're going to flush it and we'll see how our results are and that should fix the toilet.	en		4	
42c5l12RhWo_11-8-rgb_front	/path_to_features/how2sign/i3d_features/train/42c5l12RhWo_11-8-rgb_front.npy	2054	261	i3d	asl	We'll take this toilet and we're going to let it sit for 40 minutes and then we're going to flush it and we'll see how our results are and that should fix the toilet.	en		4	
42c5l12RhWo_2-5-rgb_front	/path_to_features/how2sign/i3d_features/train/42c5l12RhWo_2-5-rgb_front.npy	501	84	i3d	asl	I am not a proponent of cleaning them with a wire.	en		4	
42c5l12RhWo_2-8-rgb_front	/path_to_features/how2sign/i3d_features/train/42c5l12RhWo_2-8-rgb_front.npy	527	70	i3d	asl	I am not a proponent of cleaning them with a wire.	en		4	
42c5l12RhWo_3-5-rgb_front	/path_to_features/how2sign/i3d_features/train/42c5l12RhWo_3-5-rgb_front.npy	590	99	i3d	asl	I am a proponent of using toilet bowl de-limer.	en		4	
42c5l12RhWo_3-8-rgb_front	/path_to_features/how2sign/i3d_features/train/42c5l12RhWo_3-8-rgb_front.npy	607	76	i3d	asl	I am a proponent of using toilet bowl de-limer.	en		4	
42c5l12RhWo_4-5-rgb_front	/path_to_features/how2sign/i3d_features/train/42c5l12RhWo_4-5-rgb_front.npy	693	299	i3d	asl	It?s an acid solution and what we do we take and we pour this whole quart in to the overflow tube all at once.	en		4	
42c5l12RhWo_4-8-rgb_front	/path_to_features/how2sign/i3d_features/train/42c5l12RhWo_4-8-rgb_front.npy	692	353	i3d	asl	It?s an acid solution and what we do we take and we pour this whole quart in to the overflow tube all at once.	en		4	
42c5l12RhWo_5-5-rgb_front	/path_to_features/how2sign/i3d_features/train/42c5l12RhWo_5-5-rgb_front.npy	1015	153	i3d	asl	When it goes into the overflow tube, you will then notice the whole quart.	en		4	
42c5l12RhWo_5-8-rgb_front	/path_to_features/how2sign/i3d_features/train/42c5l12RhWo_5-8-rgb_front.npy	1099	77	i3d	asl	When it goes into the overflow tube, you will then notice the whole quart.	en		4	
42c5l12RhWo_6-5-rgb_front	/path_to_features/how2sign/i3d_features/train/42c5l12RhWo_6-5-rgb_front.npy	1178	146	i3d	asl	You will then notice that the acid is coming out of the rim of the toilet.	en		4	
42c5l12RhWo_6-8-rgb_front	/path_to_features/how2sign/i3d_features/train/42c5l12RhWo_6-8-rgb_front.npy	1184	109	i3d	asl	You will then notice that the acid is coming out of the rim of the toilet.	en		4	
42c5l12RhWo_7-5-rgb_front	/path_to_features/how2sign/i3d_features/train/42c5l12RhWo_7-5-rgb_front.npy	1334	141	i3d	asl	As it comes out, it is taking the lime in the jets with it.	en		4	
42c5l12RhWo_7-8-rgb_front	/path_to_features/how2sign/i3d_features/train/42c5l12RhWo_7-8-rgb_front.npy	1429	107	i3d	asl	As it comes out, it is taking the lime in the jets with it.	en		4	
42c5l12RhWo_8-5-rgb_front	/path_to_features/how2sign/i3d_features/train/42c5l12RhWo_8-5-rgb_front.npy	1478	136	i3d	asl	Now most toilets, this will work fine, one quart will save them.	en		4	
42c5l12RhWo_8-8-rgb_front	/path_to_features/how2sign/i3d_features/train/42c5l12RhWo_8-8-rgb_front.npy	1557	132	i3d	asl	Now most toilets, this will work fine, one quart will save them.	en		4	
42c5l12RhWo_9-5-rgb_front	/path_to_features/how2sign/i3d_features/train/42c5l12RhWo_9-5-rgb_front.npy	1634	166	i3d	asl	Occasionally I will need two quarts and rarely I'll need three.	en		4	
42c5l12RhWo_9-8-rgb_front	/path_to_features/how2sign/i3d_features/train/42c5l12RhWo_9-8-rgb_front.npy	1696	122	i3d	asl	Occasionally I will need two quarts and rarely I'll need three.	en		4	
43zfrZ1Zh2w_1-8-rgb_front	/path_to_features/how2sign/i3d_features/train/43zfrZ1Zh2w_1-8-rgb_front.npy	115	107	i3d	asl	Now we're going to talk about fish and if you lose one.	en		3	
43zfrZ1Zh2w_10-8-rgb_front	/path_to_features/how2sign/i3d_features/train/43zfrZ1Zh2w_10-8-rgb_front.npy	1324	118	i3d	asl	What I want to do is look in the front of the tank and see if I can't find the fish that has passed away.	en		3	
43zfrZ1Zh2w_11-8-rgb_front	/path_to_features/how2sign/i3d_features/train/43zfrZ1Zh2w_11-8-rgb_front.npy	1609	104	i3d	asl	For locating him in the tank, I'm going to use my net to find the fish, scoop him out and remove him out of the tank.	en		3	
43zfrZ1Zh2w_12-8-rgb_front	/path_to_features/how2sign/i3d_features/train/43zfrZ1Zh2w_12-8-rgb_front.npy	1712	19	i3d	asl	Once you remove the dead fish which we have in the tank, out of the fish tank, properly dispose of it in the commode.	en		3	
43zfrZ1Zh2w_13-8-rgb_front	/path_to_features/how2sign/i3d_features/train/43zfrZ1Zh2w_13-8-rgb_front.npy	1761	117	i3d	asl	So, if you send the fish out to big water, blue open sea where it can break down naturally.	en		3	
43zfrZ1Zh2w_14-8-rgb_front	/path_to_features/how2sign/i3d_features/train/43zfrZ1Zh2w_14-8-rgb_front.npy	1895	74	i3d	asl	Once you do this, your tank is happy and healthy.	en		3	
43zfrZ1Zh2w_15-8-rgb_front	/path_to_features/how2sign/i3d_features/train/43zfrZ1Zh2w_15-8-rgb_front.npy	1987	239	i3d	asl	And on an ending note if taking care of your tank, make sure you look at your fish tank everyday not only when you're feeding your fish but just to makes sure that you haven't lost any.	en		3	
43zfrZ1Zh2w_16-8-rgb_front	/path_to_features/how2sign/i3d_features/train/43zfrZ1Zh2w_16-8-rgb_front.npy	2232	192	i3d	asl	If you have any fish that are being too aggressive that you remove him from the tank so that they're not picking everybody else and pushing everybody up into one corner.	en		3	
43zfrZ1Zh2w_17-8-rgb_front	/path_to_features/how2sign/i3d_features/train/43zfrZ1Zh2w_17-8-rgb_front.npy	2430	100	i3d	asl	Sometimes this happens even on fish that are listed as a community fish.	en		3	
43zfrZ1Zh2w_18-8-rgb_front	/path_to_features/how2sign/i3d_features/train/43zfrZ1Zh2w_18-8-rgb_front.npy	2537	96	i3d	asl	Sometimes, they can get a little feisty and like to pick on other people in the tank.	en		3	
43zfrZ1Zh2w_19-8-rgb_front	/path_to_features/how2sign/i3d_features/train/43zfrZ1Zh2w_19-8-rgb_front.npy	2636	93	i3d	asl	Just like us, fish have personalities just like we do.	en		3	
43zfrZ1Zh2w_2-8-rgb_front	/path_to_features/how2sign/i3d_features/train/43zfrZ1Zh2w_2-8-rgb_front.npy	300	135	i3d	asl	Unfortunately as I was doing a water change on my tank, I noticed one of my gold dust mollies has passed away.	en		3	
43zfrZ1Zh2w_20-8-rgb_front	/path_to_features/how2sign/i3d_features/train/43zfrZ1Zh2w_20-8-rgb_front.npy	2732	232	i3d	asl	When you're a professionally person such as myself and if you don't mind touching a dead fish body, you can just put your hand in the tank, remove the dead fish and put it in a commode.	en		3	
43zfrZ1Zh2w_21-8-rgb_front	/path_to_features/how2sign/i3d_features/train/43zfrZ1Zh2w_21-8-rgb_front.npy	2966	59	i3d	asl	Just make sure you wash your hands thoroughly.	en		3	
43zfrZ1Zh2w_22-8-rgb_front	/path_to_features/how2sign/i3d_features/train/43zfrZ1Zh2w_22-8-rgb_front.npy	3035	189	i3d	asl	Another suggestion is we have Oscar fish which can get up to two feet in length, please do not put this on your commode.	en		3	
43zfrZ1Zh2w_23-8-rgb_front	/path_to_features/how2sign/i3d_features/train/43zfrZ1Zh2w_23-8-rgb_front.npy	3232	210	i3d	asl	A two foot fish which is two feet long, approximately a foot high and at two inches thick is not going to fit down a commode properly.	en		3	
43zfrZ1Zh2w_24-8-rgb_front	/path_to_features/how2sign/i3d_features/train/43zfrZ1Zh2w_24-8-rgb_front.npy	3449	180	i3d	asl	So, please put this big fish in a trash bag, seal the trash bag and put it in the trash can for proper disposable.	en		3	
43zfrZ1Zh2w_25-8-rgb_front	/path_to_features/how2sign/i3d_features/train/43zfrZ1Zh2w_25-8-rgb_front.npy	3636	65	i3d	asl	There, again, don't put the big fish in a commode.	en		3	
43zfrZ1Zh2w_26-8-rgb_front	/path_to_features/how2sign/i3d_features/train/43zfrZ1Zh2w_26-8-rgb_front.npy	3700	100	i3d	asl	Let alone a three foot algae eater 'cause it's just not going to fit.	en		3	
43zfrZ1Zh2w_27-8-rgb_front	/path_to_features/how2sign/i3d_features/train/43zfrZ1Zh2w_27-8-rgb_front.npy	3799	130	i3d	asl	Thanks again for coming to my house and letting me teach you on how to take care of a fish tank properly.	en		3	
43zfrZ1Zh2w_3-8-rgb_front	/path_to_features/how2sign/i3d_features/train/43zfrZ1Zh2w_3-8-rgb_front.npy	445	103	i3d	asl	When you lose a fish, make sure that you remove the fish properly.	en		3	
43zfrZ1Zh2w_4-8-rgb_front	/path_to_features/how2sign/i3d_features/train/43zfrZ1Zh2w_4-8-rgb_front.npy	547	153	i3d	asl	If you don't, it can leave an unsightly mess in the tank and the other fish like to scavenge on dead fish.	en		3	
43zfrZ1Zh2w_5-8-rgb_front	/path_to_features/how2sign/i3d_features/train/43zfrZ1Zh2w_5-8-rgb_front.npy	708	63	i3d	asl	Of course this is what they do in the wild.	en		3	
43zfrZ1Zh2w_6-8-rgb_front	/path_to_features/how2sign/i3d_features/train/43zfrZ1Zh2w_6-8-rgb_front.npy	770	153	i3d	asl	Some people who get lazy such as myself sometimes we always don't remove the fish and the fish take care of it.	en		3	
43zfrZ1Zh2w_7-8-rgb_front	/path_to_features/how2sign/i3d_features/train/43zfrZ1Zh2w_7-8-rgb_front.npy	922	97	i3d	asl	But for your purpose, I'm going to teach you the proper way to remove a dead fish.	en		3	
43zfrZ1Zh2w_8-8-rgb_front	/path_to_features/how2sign/i3d_features/train/43zfrZ1Zh2w_8-8-rgb_front.npy	1018	66	i3d	asl	Lift the lid on your tank.	en		3	
43zfrZ1Zh2w_9-8-rgb_front	/path_to_features/how2sign/i3d_features/train/43zfrZ1Zh2w_9-8-rgb_front.npy	1107	196	i3d	asl	You're going to use a nice little handy dandy tool which is called a fishnet which you use to remove the dead fish.	en		3	
44Qq77fK4ew_0-3-rgb_front	/path_to_features/how2sign/i3d_features/train/44Qq77fK4ew_0-3-rgb_front.npy	20	162	i3d	asl	Hi, I'm Patti German and I'm a licensed marriage and family therapist here in New York City.	en		5	
44Qq77fK4ew_1-3-rgb_front	/path_to_features/how2sign/i3d_features/train/44Qq77fK4ew_1-3-rgb_front.npy	181	134	i3d	asl	In this clip, we're going to talk about how to find a marriage counselor.	en		5	
44Qq77fK4ew_2-3-rgb_front	/path_to_features/how2sign/i3d_features/train/44Qq77fK4ew_2-3-rgb_front.npy	314	134	i3d	asl	It's very, very daunting to not know who to go to when your relationship is in trouble.	en		5	
44Qq77fK4ew_3-3-rgb_front	/path_to_features/how2sign/i3d_features/train/44Qq77fK4ew_3-3-rgb_front.npy	447	153	i3d	asl	I highly recommend that you go to a website called the American Association for Marriage and Therapists.	en		5	
44Qq77fK4ew_4-3-rgb_front	/path_to_features/how2sign/i3d_features/train/44Qq77fK4ew_4-3-rgb_front.npy	599	246	i3d	asl	And in this website you can find a therapist in your zip code in your area and read through the bios and the qualifications.	en		5	
44Qq77fK4ew_5-3-rgb_front	/path_to_features/how2sign/i3d_features/train/44Qq77fK4ew_5-3-rgb_front.npy	844	155	i3d	asl	I think it's very, very important that you work with someone who is trained as a marriage and family therapist.	en		5	
44Qq77fK4ew_6-3-rgb_front	/path_to_features/how2sign/i3d_features/train/44Qq77fK4ew_6-3-rgb_front.npy	1009	427	i3d	asl	Knowing what a relationship is about, and marriage and family therapists are trained to work with more than one person in the room, so it's very important that you look up the AAMFT and find a marriage counselor in your zip code.	en		5	
44Qq77fK4ew_7-3-rgb_front	/path_to_features/how2sign/i3d_features/train/44Qq77fK4ew_7-3-rgb_front.npy	1435	91	i3d	asl	Again, this is Patti German in New York City.	en		5	
45XYg7z7CdQ_1-5-rgb_front	/path_to_features/how2sign/i3d_features/train/45XYg7z7CdQ_1-5-rgb_front.npy	229	94	i3d	asl	Today we're talking about how to choose a winter horse blanket.	en		3	
45XYg7z7CdQ_10-5-rgb_front	/path_to_features/how2sign/i3d_features/train/45XYg7z7CdQ_10-5-rgb_front.npy	1917	135	i3d	asl	You can through them in your washer on cold water with mild detergent.	en		3	
45XYg7z7CdQ_11-5-rgb_front	/path_to_features/how2sign/i3d_features/train/45XYg7z7CdQ_11-5-rgb_front.npy	2062	263	i3d	asl	But make sure that you read the label and instructions that come along with your blanket so that you don't ruin the waterproof barrier of the blanket.	en		3	
45XYg7z7CdQ_12-5-rgb_front	/path_to_features/how2sign/i3d_features/train/45XYg7z7CdQ_12-5-rgb_front.npy	2341	297	i3d	asl	So take that in to consideration, how easy is this blanket going to be to wash after my horse has worn it for three or four months out in the snow, the manure, the rain and the mud.	en		3	
45XYg7z7CdQ_13-5-rgb_front	/path_to_features/how2sign/i3d_features/train/45XYg7z7CdQ_13-5-rgb_front.npy	2645	165	i3d	asl	Think about can I just throw it in my washer or can I hose it off, will it clean up easily for the next season.	en		3	
45XYg7z7CdQ_2-5-rgb_front	/path_to_features/how2sign/i3d_features/train/45XYg7z7CdQ_2-5-rgb_front.npy	331	275	i3d	asl	We've kind of gone through all the steps that you're going to use in purchasing your horse blanket and now you need to know what you're going to do with your horse blanket now that your horse has been wearing it for a while.	en		3	
45XYg7z7CdQ_3-5-rgb_front	/path_to_features/how2sign/i3d_features/train/45XYg7z7CdQ_3-5-rgb_front.npy	619	142	i3d	asl	You know most horses will be horses and they're going to get it dirty.	en		3	
45XYg7z7CdQ_4-5-rgb_front	/path_to_features/how2sign/i3d_features/train/45XYg7z7CdQ_4-5-rgb_front.npy	767	35	i3d	asl	They are going to roll in the mud.	en		3	
45XYg7z7CdQ_5-5-rgb_front	/path_to_features/how2sign/i3d_features/train/45XYg7z7CdQ_5-5-rgb_front.npy	801	42	i3d	asl	They are going to roll in the snow and the rain.	en		3	
45XYg7z7CdQ_6-5-rgb_front	/path_to_features/how2sign/i3d_features/train/45XYg7z7CdQ_6-5-rgb_front.npy	842	107	i3d	asl	They're probably going to lie down and roll in their own manure which happens.	en		3	
45XYg7z7CdQ_7-5-rgb_front	/path_to_features/how2sign/i3d_features/train/45XYg7z7CdQ_7-5-rgb_front.npy	957	222	i3d	asl	So you want to take this in to consideration when purchasing a winter horse blanket is how easy is it to clean and care for.	en		3	
45XYg7z7CdQ_8-5-rgb_front	/path_to_features/how2sign/i3d_features/train/45XYg7z7CdQ_8-5-rgb_front.npy	1194	398	i3d	asl	Take in mind that some of your canvas blankets, like this, if you try to machine wash them, you will ruin the waterproof barrier that's on the top of the blanket.	en		3	
45XYg7z7CdQ_9-5-rgb_front	/path_to_features/how2sign/i3d_features/train/45XYg7z7CdQ_9-5-rgb_front.npy	1595	307	i3d	asl	So this one is just going to be need cleaned with a hose and a stiff brush where as some of the turnout and stable blankets are machine washable.	en		3	
46UzcCnmGPk_0-3-rgb_front	/path_to_features/how2sign/i3d_features/train/46UzcCnmGPk_0-3-rgb_front.npy	197	120	i3d	asl	Alright the drink we're about to make is Alien Secretion.	en		6	
46UzcCnmGPk_1-3-rgb_front	/path_to_features/how2sign/i3d_features/train/46UzcCnmGPk_1-3-rgb_front.npy	321	29	i3d	asl	Mm, sounds good doesn't it?	en		6	
46UzcCnmGPk_10-3-rgb_front	/path_to_features/how2sign/i3d_features/train/46UzcCnmGPk_10-3-rgb_front.npy	1162	60	i3d	asl	But this drink actually tastes fantastic.	en		6	
46UzcCnmGPk_11-3-rgb_front	/path_to_features/how2sign/i3d_features/train/46UzcCnmGPk_11-3-rgb_front.npy	1261	89	i3d	asl	You can tell by the ingredients and the smell that it's going to be good.	en		6	
46UzcCnmGPk_12-3-rgb_front	/path_to_features/how2sign/i3d_features/train/46UzcCnmGPk_12-3-rgb_front.npy	1375	177	i3d	asl	So, grab an alien, squeeze out a little bit of Alien Secretion.	en		6	
46UzcCnmGPk_13-3-rgb_front	/path_to_features/how2sign/i3d_features/train/46UzcCnmGPk_13-3-rgb_front.npy	1557	58	i3d	asl	Look at that color, beautiful.	en		6	
46UzcCnmGPk_14-3-rgb_front	/path_to_features/how2sign/i3d_features/train/46UzcCnmGPk_14-3-rgb_front.npy	1627	91	i3d	asl	Give it a straw and secrete it in to your mouth.	en		6	
46UzcCnmGPk_15-3-rgb_front	/path_to_features/how2sign/i3d_features/train/46UzcCnmGPk_15-3-rgb_front.npy	1727	27	i3d	asl	Bottoms up.	en		6	
46UzcCnmGPk_2-3-rgb_front	/path_to_features/how2sign/i3d_features/train/46UzcCnmGPk_2-3-rgb_front.npy	349	10	i3d	asl	Here we go.	en		6	
46UzcCnmGPk_3-3-rgb_front	/path_to_features/how2sign/i3d_features/train/46UzcCnmGPk_3-3-rgb_front.npy	358	19	i3d	asl	This is how you make it.	en		6	
46UzcCnmGPk_4-3-rgb_front	/path_to_features/how2sign/i3d_features/train/46UzcCnmGPk_4-3-rgb_front.npy	376	262	i3d	asl	Put ice in a glass and do one shot of melon liqueur, that green alien color, very important ingredient.	en		6	
46UzcCnmGPk_5-3-rgb_front	/path_to_features/how2sign/i3d_features/train/46UzcCnmGPk_5-3-rgb_front.npy	650	95	i3d	asl	And follow that up with a shot of Malibu Rum.	en		6	
46UzcCnmGPk_6-3-rgb_front	/path_to_features/how2sign/i3d_features/train/46UzcCnmGPk_6-3-rgb_front.npy	771	148	i3d	asl	And finally, going to top it off with some pineapple juice.	en		6	
46UzcCnmGPk_7-3-rgb_front	/path_to_features/how2sign/i3d_features/train/46UzcCnmGPk_7-3-rgb_front.npy	942	44	i3d	asl	It'll be about a shot of pineapple juice.	en		6	
46UzcCnmGPk_8-3-rgb_front	/path_to_features/how2sign/i3d_features/train/46UzcCnmGPk_8-3-rgb_front.npy	1031	34	i3d	asl	And mix this together.	en		6	
46UzcCnmGPk_9-3-rgb_front	/path_to_features/how2sign/i3d_features/train/46UzcCnmGPk_9-3-rgb_front.npy	1074	85	i3d	asl	Now I know Alien Secretion doesn't really sound all that great.	en		6	
46WKIipNJt8_0-8-rgb_front	/path_to_features/how2sign/i3d_features/train/46WKIipNJt8_0-8-rgb_front.npy	128	45	i3d	asl	Okay, so now we've prepared the bat.	en		2	
46WKIipNJt8_1-8-rgb_front	/path_to_features/how2sign/i3d_features/train/46WKIipNJt8_1-8-rgb_front.npy	189	314	i3d	asl	We've turned our pot top over and it's time to make sure that this is properly on center so that we can start trimming.	en		2	
46WKIipNJt8_10-8-rgb_front	/path_to_features/how2sign/i3d_features/train/46WKIipNJt8_10-8-rgb_front.npy	2331	58	i3d	asl	You dried it off again, similar way with the towel.	en		2	
46WKIipNJt8_11-8-rgb_front	/path_to_features/how2sign/i3d_features/train/46WKIipNJt8_11-8-rgb_front.npy	2412	29	i3d	asl	There's no too much water.	en		2	
46WKIipNJt8_12-8-rgb_front	/path_to_features/how2sign/i3d_features/train/46WKIipNJt8_12-8-rgb_front.npy	2503	404	i3d	asl	Now I'm going to take some scrap clay here, simply take some pieces and take them around the edges of the plant pot.	en		2	
46WKIipNJt8_13-8-rgb_front	/path_to_features/how2sign/i3d_features/train/46WKIipNJt8_13-8-rgb_front.npy	3038	155	i3d	asl	Usually I only need three, this is quite a large pot, some larger pot require more.	en		2	
46WKIipNJt8_14-8-rgb_front	/path_to_features/how2sign/i3d_features/train/46WKIipNJt8_14-8-rgb_front.npy	3236	81	i3d	asl	Notice how I'm not sticking the clay to the plant pot.	en		2	
46WKIipNJt8_15-8-rgb_front	/path_to_features/how2sign/i3d_features/train/46WKIipNJt8_15-8-rgb_front.npy	3316	34	i3d	asl	I'm sticking it to the back.	en		2	
46WKIipNJt8_16-8-rgb_front	/path_to_features/how2sign/i3d_features/train/46WKIipNJt8_16-8-rgb_front.npy	3361	151	i3d	asl	I'm just using one edge of the clay to secure the edge of the plant pot into place.	en		2	
